word,a,b,c,d,corpusId,realpseudo
woir,1,-0.9188,0.5,1,en-validated-v2,pseudo
wolf,1,-1.7453,0.5,1,en-validated-v2,real
wood,1,-1.8875,0.5,1,en-validated-v1,real
would,1,-1.5156,0.5,1,en-validated-v2,real
wourn,1,-0.4617,0.5,1,en-validated-v2,pseudo
wrass,1,-0.2742,0.5,1,en-validated-v2,pseudo
yos,1,-1.795,0.5,1,en-validated-v1,pseudo
youx,1,-1.8047,0.5,1,en-validated-v2,pseudo
ypla,1,-2.2222,0.5,1,en-validated-v1,pseudo
yucky,1,1.7969,0.5,1,en-validated-v2,real
zebra,1,-0.5125,0.5,1,en-validated-v2,real
