sentence,answer,direction,difficulty,itemId,corpusId,form,itemNum,itemId_old
Airplanes are flown by pilots.,TRUE,right,hard,aiv3_form4_60,aiv3,4,60,AI-pset-31-2
Horses enjoy galloping freely.,TRUE,right,hard,aiv3_form4_61,aiv3,4,61,AI-pset-1-11
Chairs like to munch on cushions.,FALSE,left,medium,aiv3_form4_62,aiv3,4,62,AI-pset-28-3
Bakeries are where you buy bread.,TRUE,right,hard,aiv3_form4_63,aiv3,4,63,AI-pset-29-2
Most people commute to work by broomstick.,FALSE,left,medium,aiv3_form4_64,aiv3,4,64,AI-pset-10-14
Pencil cases wear gloves to keep their contents warm.,FALSE,left,medium,aiv3_form4_65,aiv3,4,65,AI-pset-49-6
Pine trees grow in forests.,TRUE,right,hard,aiv3_form4_66,aiv3,4,66,AI-pset-48-13
Cheese comes from milk and can be enjoyed in many ways.,TRUE,right,hard,aiv3_form4_67,aiv3,4,67,AI-pset-19-3
Curtains sometimes drink tea.,FALSE,left,hard,aiv3_form4_68,aiv3,4,68,AI-pset-40-2
Most people dig holes with spoons.,FALSE,left,hard,aiv3_form4_69,aiv3,4,69,AI-pset-7-4
Jelly is a type of furniture that is made from fruit juice.,FALSE,left,hard,aiv3_form4_70,aiv3,4,70,AI-pset-46-4
Birds have feathers.,TRUE,right,easy,aiv3_form5_1,aiv3,5,1,AI-pset-41-4
Apples have ears.,FALSE,left,easy,aiv3_form5_2,aiv3,5,2,AI-pset-38-4
Rainbows are black and white.,FALSE,left,easy,aiv3_form5_3,aiv3,5,3,AI-pset-46-12
Schools are built on clouds.,FALSE,left,easy,aiv3_form5_4,aiv3,5,4,AI-pset-1-6
Adults can feel happy.,TRUE,right,easy,aiv3_form5_5,aiv3,5,5,AI-pset-46-9
Books are stored in microwaves.,FALSE,left,easy,aiv3_form5_6,aiv3,5,6,AI-pset-19-13
Gorillas can live in volcanoes.,FALSE,left,easy,aiv3_form5_7,aiv3,5,7,AI-pset-27-10
Humans need food for survival.,TRUE,right,easy,aiv3_form5_8,aiv3,5,8,AI-pset-27-13
Socks grow in gardens.,FALSE,left,easy,aiv3_form5_9,aiv3,5,9,AI-pset-9-11
A shirt is something you can wear.,TRUE,right,easy,aiv3_form5_10,aiv3,5,10,AI-pset-36-9
Some children go to art classes.,TRUE,right,easy,aiv3_form5_11,aiv3,5,11,AI-pset-7-10
Apples fall from trees.,TRUE,right,easy,aiv3_form5_12,aiv3,5,12,AI-pset-35-1
Some fish like to climb trees.,FALSE,left,easy,aiv3_form5_13,aiv3,5,13,AI-pset-38-10
Monkeys are very good at climbing trees.,TRUE,right,easy,aiv3_form5_14,aiv3,5,14,AI-pset-37-7
Monkeys grow from seeds.,FALSE,left,easy,aiv3_form5_15,aiv3,5,15,AI-pset-11-5
Some children like to read books.,TRUE,right,easy,aiv3_form5_16,aiv3,5,16,AI-pset-13-10
Lions pilot planes.,FALSE,left,easy,aiv3_form5_17,aiv3,5,17,AI-pset-30-4
A lamp can be very bright.,TRUE,right,easy,aiv3_form5_18,aiv3,5,18,AI-pset-3-8
The letter A is a color.,FALSE,left,easy,aiv3_form5_19,aiv3,5,19,AI-pset-38-7
Spiders teach at universities.,FALSE,left,easy,aiv3_form5_20,aiv3,5,20,AI-pset-38-12
My bed enjoys making soup.,FALSE,left,easy,aiv3_form5_21,aiv3,5,21,AI-pset-30-1
Sports can be played with a ball.,TRUE,right,easy,aiv3_form5_22,aiv3,5,22,AI-pset-29-9
Buildings love to eat hot-dogs.,FALSE,left,easy,aiv3_form5_23,aiv3,5,23,AI-pset-47-9
A cat is a pet that meows.,TRUE,right,easy,aiv3_form5_24,aiv3,5,24,AI-pset-26-11
Cities can be very busy places with many people.,TRUE,right,easy,aiv3_form5_25,aiv3,5,25,AI-pset-2-11
Planes are commonly made of fruits.,FALSE,left,easy,aiv3_form5_26,aiv3,5,26,AI-pset-32-4
Trees can provide shade on a sunny day.,TRUE,right,easy,aiv3_form5_27,aiv3,5,27,AI-pset-17-14
Winter often brings with it cold temperatures and sometimes snow.,TRUE,right,easy,aiv3_form5_28,aiv3,5,28,AI-pset-45-4
Honey comes from bees.,TRUE,right,medium,aiv3_form5_29,aiv3,5,29,AI-pset-37-5
Roads keep their books in a puddle.,FALSE,left,easy,aiv3_form5_30,aiv3,5,30,AI-pset-47-2
A pigeon is a bird.,TRUE,right,medium,aiv3_form5_31,aiv3,5,31,AI-pset-34-9
Toys can be made of plastic.,TRUE,right,medium,aiv3_form5_32,aiv3,5,32,AI-pset-10-12
Shoes can talk.,FALSE,left,medium,aiv3_form5_33,aiv3,5,33,AI-pset-10-3
A bicycle has two wheels.,TRUE,right,medium,aiv3_form5_34,aiv3,5,34,AI-pset-18-11
Books are round.,FALSE,left,medium,aiv3_form5_35,aiv3,5,35,AI-pset-3-13
All rivers are orange.,FALSE,left,medium,aiv3_form5_36,aiv3,5,36,AI-pset-33-5
A lion is a big cat that roars.,TRUE,right,medium,aiv3_form5_37,aiv3,5,37,AI-pset-6-13
Music can be played with instruments.,TRUE,right,medium,aiv3_form5_38,aiv3,5,38,AI-pset-11-12
Helicopters enjoy drinking tea.,FALSE,left,medium,aiv3_form5_39,aiv3,5,39,AI-pset-6-11
A bunny has scales.,FALSE,left,medium,aiv3_form5_40,aiv3,5,40,AI-pset-46-5
Squares have four sides.,TRUE,right,medium,aiv3_form5_41,aiv3,5,41,AI-pset-40-6
Butterflies were once pandas.,FALSE,left,medium,aiv3_form5_42,aiv3,5,42,AI-pset-15-9
Ink is used to erase.,FALSE,left,medium,aiv3_form5_43,aiv3,5,43,AI-pset-49-5
Stars are plucked from trees.,FALSE,left,medium,aiv3_form5_44,aiv3,5,44,AI-pset-21-5
Books enjoy sipping water.,FALSE,left,medium,aiv3_form5_45,aiv3,5,45,AI-pset-21-4
Ducks enjoy swimming in the pond.,TRUE,right,medium,aiv3_form5_46,aiv3,5,46,AI-pset-1-5
Leaves can be different colors.,TRUE,right,medium,aiv3_form5_47,aiv3,5,47,AI-pset-43-11
Fire helps to freeze things.,FALSE,left,medium,aiv3_form5_48,aiv3,5,48,AI-pset-48-3
Many people like to plant flowers.,TRUE,right,medium,aiv3_form5_49,aiv3,5,49,AI-pset-29-7
Frogs are known for their painting skills.,FALSE,left,medium,aiv3_form5_50,aiv3,5,50,AI-pset-32-5
Ice cream typically melts in heat.,TRUE,right,medium,aiv3_form5_51,aiv3,5,51,AI-pset-40-1
Astronauts work at the bottom of the ocean.,FALSE,left,medium,aiv3_form5_52,aiv3,5,52,AI-pset-18-1
Ladders help you to reach higher shelves.,TRUE,right,medium,aiv3_form5_53,aiv3,5,53,AI-pset-39-8
Cakes are often eaten at celebrations like birthdays.,TRUE,right,medium,aiv3_form5_54,aiv3,5,54,AI-pset-6-6
Lots of pilots work in bakeries.,FALSE,left,medium,aiv3_form5_55,aiv3,5,55,AI-pset-3-7
The sky is always purple and covered in stars during the day.,FALSE,left,medium,aiv3_form5_56,aiv3,5,56,AI-pset-29-11
Many different species of fish live in the ocean.,TRUE,right,medium,aiv3_form5_57,aiv3,5,57,AI-pset-22-6
Most folks play board games alone in the dark.,FALSE,left,medium,aiv3_form5_58,aiv3,5,58,AI-pset-11-10
Kids often learn through playing and exploring.,TRUE,right,medium,aiv3_form5_59,aiv3,5,59,AI-pset-40-14
Cacti grow in deserts.,TRUE,right,hard,aiv3_form5_60,aiv3,5,60,AI-pset-42-8
You can buy flowers at the florist.,TRUE,right,hard,aiv3_form5_61,aiv3,5,61,AI-pset-20-13
Cups keep their books in the cupboard.,FALSE,left,medium,aiv3_form5_62,aiv3,5,62,AI-pset-25-5
Carrots are a kind of vegetable.,TRUE,right,hard,aiv3_form5_63,aiv3,5,63,AI-pset-13-1
Dogs are fond of chewing bones.,TRUE,right,hard,aiv3_form5_64,aiv3,5,64,AI-pset-7-14
Lamps love to jump.,FALSE,left,hard,aiv3_form5_65,aiv3,5,65,AI-pset-32-11
All tulips are orange.,FALSE,left,hard,aiv3_form5_66,aiv3,5,66,AI-pset-40-3
Carrots are a kind of fruit.,FALSE,left,hard,aiv3_form5_67,aiv3,5,67,AI-pset-34-13
Most chocolates are white and salty.,FALSE,left,hard,aiv3_form5_68,aiv3,5,68,AI-pset-10-1
Pilots fly planes while on duty.,TRUE,right,hard,aiv3_form5_69,aiv3,5,69,AI-pset-9-5
"If a sign says 'no entry,' you shouldn't go that way.",TRUE,right,hard,aiv3_form5_70,aiv3,5,70,AI-pset-3-14
Mountains can dance.,FALSE,left,easy,aiv3_form6_1,aiv3,6,1,AI-pset-23-10
The snow is cold.,TRUE,right,easy,aiv3_form6_2,aiv3,6,2,AI-pset-31-9
Dogs have seven tails.,FALSE,left,easy,aiv3_form6_3,aiv3,6,3,AI-pset-42-12
Dogs have four legs.,TRUE,right,easy,aiv3_form6_4,aiv3,6,4,AI-pset-32-6
Chairs are made of water.,FALSE,left,easy,aiv3_form6_5,aiv3,6,5,AI-pset-37-4
Glasses help people to see.,TRUE,right,easy,aiv3_form6_6,aiv3,6,6,AI-pset-12-8
Clouds swim in the ocean.,FALSE,left,easy,aiv3_form6_7,aiv3,6,7,AI-pset-4-12
Pencils are crispy snacks.,FALSE,left,easy,aiv3_form6_8,aiv3,6,8,AI-pset-42-3
Some books have pictures.,TRUE,right,easy,aiv3_form6_9,aiv3,6,9,AI-pset-9-3
Sofas love to fly.,FALSE,left,easy,aiv3_form6_10,aiv3,6,10,AI-pset-11-8
Flowers can be different colors.,TRUE,right,easy,aiv3_form6_11,aiv3,6,11,AI-pset-26-3
Light bulbs are made of candy.,FALSE,left,easy,aiv3_form6_12,aiv3,6,12,AI-pset-34-10
Cars enjoy drinking orange juice.,FALSE,left,easy,aiv3_form6_13,aiv3,6,13,AI-pset-4-8
Mountains are bathed in the sink.,FALSE,left,easy,aiv3_form6_14,aiv3,6,14,AI-pset-27-8
Books are made of many pages.,TRUE,right,easy,aiv3_form6_15,aiv3,6,15,AI-pset-2-13
Bears listen with their paws.,FALSE,left,easy,aiv3_form6_16,aiv3,6,16,AI-pset-8-12
Puppies ride the train to school.,FALSE,left,easy,aiv3_form6_17,aiv3,6,17,AI-pset-35-13
Vitamins can help you feel healthier.,TRUE,right,easy,aiv3_form6_18,aiv3,6,18,AI-pset-50-3
Artists paint beautiful paintings.,TRUE,right,easy,aiv3_form6_19,aiv3,6,19,AI-pset-1-7
Every straw is an elephant.,FALSE,left,easy,aiv3_form6_20,aiv3,6,20,AI-pset-30-10
Teenagers can play video games on a computer.,TRUE,right,easy,aiv3_form6_21,aiv3,6,21,AI-pset-12-12
Basketball is a game that you play with a ball.,TRUE,right,easy,aiv3_form6_22,aiv3,6,22,AI-pset-41-8
"When a traffic light is blue, you should begin to dance.",FALSE,left,easy,aiv3_form6_23,aiv3,6,23,AI-pset-41-12
The sand on most beaches is made of cotton candy.,FALSE,left,easy,aiv3_form6_24,aiv3,6,24,AI-pset-28-7
People usually brush their teeth with toothpaste.,TRUE,right,easy,aiv3_form6_25,aiv3,6,25,AI-pset-5-12
Ovens are used to make things hot.,TRUE,right,easy,aiv3_form6_26,aiv3,6,26,AI-pset-10-6
Snow is warm.,FALSE,left,medium,aiv3_form6_27,aiv3,6,27,AI-pset-7-12
A kitten can read a book.,FALSE,left,medium,aiv3_form6_28,aiv3,6,28,AI-pset-50-4
"Before crossing the street, it's wise to look both ways.",TRUE,right,easy,aiv3_form6_29,aiv3,6,29,AI-pset-19-7
Turtles can speak English.,FALSE,left,medium,aiv3_form6_30,aiv3,6,30,AI-pset-40-13
Sharks often play basketball.,FALSE,left,medium,aiv3_form6_31,aiv3,6,31,AI-pset-36-1
Fish have fur on their bodies.,FALSE,left,medium,aiv3_form6_32,aiv3,6,32,AI-pset-43-9
Pencils have leaves.,FALSE,left,medium,aiv3_form6_33,aiv3,6,33,AI-pset-29-3
Chefs usually work in restaurants where they cook food.,TRUE,right,easy,aiv3_form6_34,aiv3,6,34,AI-pset-21-1
Eggs are laid by cows.,FALSE,left,medium,aiv3_form6_35,aiv3,6,35,AI-pset-17-3
Teachers mainly work in zoos.,FALSE,left,medium,aiv3_form6_36,aiv3,6,36,AI-pset-40-9
Balls are made of music.,FALSE,left,medium,aiv3_form6_37,aiv3,6,37,AI-pset-39-3
The color of grass is green.,TRUE,right,medium,aiv3_form6_38,aiv3,6,38,AI-pset-16-14
A watermelon is round.,TRUE,right,medium,aiv3_form6_39,aiv3,6,39,AI-pset-47-14
Some birds can fly.,TRUE,right,medium,aiv3_form6_40,aiv3,6,40,AI-pset-8-3
Trains are delicious meals.,FALSE,left,medium,aiv3_form6_41,aiv3,6,41,AI-pset-33-1
All giraffes have long necks.,TRUE,right,medium,aiv3_form6_42,aiv3,6,42,AI-pset-25-8
Desks sometimes drink orange juice.,FALSE,left,medium,aiv3_form6_43,aiv3,6,43,AI-pset-36-11
Some trees have branches.,TRUE,right,medium,aiv3_form6_44,aiv3,6,44,AI-pset-8-8
Belts help to hold pants up.,TRUE,right,medium,aiv3_form6_45,aiv3,6,45,AI-pset-9-4
A chef works at a restaurant.,TRUE,right,medium,aiv3_form6_46,aiv3,6,46,AI-pset-1-1
Candies are usually made from sugar.,TRUE,right,medium,aiv3_form6_47,aiv3,6,47,AI-pset-35-14
Many astronauts work in orchards.,FALSE,left,medium,aiv3_form6_48,aiv3,6,48,AI-pset-37-13
Heaters can increase the temperature of a room.,TRUE,right,medium,aiv3_form6_49,aiv3,6,49,AI-pset-38-14
Some cows enjoy watching television.,FALSE,left,medium,aiv3_form6_50,aiv3,6,50,AI-pset-47-5
Stars shine in the night sky.,TRUE,right,medium,aiv3_form6_51,aiv3,6,51,AI-pset-19-4
Snow helps to make things hot.,FALSE,left,medium,aiv3_form6_52,aiv3,6,52,AI-pset-13-3
Trees often grow in a forest.,TRUE,right,medium,aiv3_form6_53,aiv3,6,53,AI-pset-4-4
Zoos are places where we can see many different animals.,TRUE,right,medium,aiv3_form6_54,aiv3,6,54,AI-pset-46-7
Firefighters put out fires while on duty.,TRUE,right,medium,aiv3_form6_55,aiv3,6,55,AI-pset-7-13
Bowling balls are sold underwater.,FALSE,left,medium,aiv3_form6_56,aiv3,6,56,AI-pset-22-2
Watches should be worn on your elbow.,FALSE,left,medium,aiv3_form6_57,aiv3,6,57,AI-pset-14-10
Vegetables come in one color and are grown in the desert.,FALSE,left,medium,aiv3_form6_58,aiv3,6,58,AI-pset-20-10
Kangaroos can leap long distances with their strong hind legs.,TRUE,right,medium,aiv3_form6_59,aiv3,6,59,AI-pset-37-14
All dogs are brown.,FALSE,left,hard,aiv3_form6_60,aiv3,6,60,AI-pset-18-2
Tour guides often offer tourists maps and information.,TRUE,right,medium,aiv3_form6_61,aiv3,6,61,AI-pset-44-6
An earthquake can be very calming.,FALSE,left,hard,aiv3_form6_62,aiv3,6,62,AI-pset-8-2
Cats like to chase mice.,TRUE,right,hard,aiv3_form6_63,aiv3,6,63,AI-pset-21-9
Some pizzas are round.,TRUE,right,hard,aiv3_form6_64,aiv3,6,64,AI-pset-30-8
Tigers like to live in space.,FALSE,left,hard,aiv3_form6_65,aiv3,6,65,AI-pset-44-4
Pans are made of metal.,TRUE,right,hard,aiv3_form6_66,aiv3,6,66,AI-pset-14-4
Drawers can be used to store clothes.,TRUE,right,hard,aiv3_form6_67,aiv3,6,67,AI-pset-36-10
Fire helps to keep things warm.,TRUE,right,hard,aiv3_form6_68,aiv3,6,68,AI-pset-33-7
Some children like to draw pictures before they go to bed.,TRUE,right,hard,aiv3_form6_69,aiv3,6,69,AI-pset-22-13
Tables devour dinner plates for breakfast.,FALSE,left,hard,aiv3_form6_70,aiv3,6,70,AI-pset-45-5
Children can be playful.,TRUE,right,easy,aiv3_form7_1,aiv3,7,1,AI-pset-25-14
A kitten has a tail.,TRUE,right,easy,aiv3_form7_2,aiv3,7,2,AI-pset-33-12
There are red roses.,TRUE,right,easy,aiv3_form7_3,aiv3,7,3,AI-pset-19-5
Grass is always pink.,FALSE,left,easy,aiv3_form7_4,aiv3,7,4,AI-pset-36-3
Pens can sing.,FALSE,left,easy,aiv3_form7_5,aiv3,7,5,AI-pset-42-6
All butterflies have wings.,TRUE,right,easy,aiv3_form7_6,aiv3,7,6,AI-pset-37-10
Many people like to watch movies.,TRUE,right,easy,aiv3_form7_7,aiv3,7,7,AI-pset-27-7
Cats enjoy chasing mice.,TRUE,right,easy,aiv3_form7_8,aiv3,7,8,AI-pset-10-11
Every car is a bird.,FALSE,left,easy,aiv3_form7_9,aiv3,7,9,AI-pset-27-9
Plants need sunlight to grow.,TRUE,right,easy,aiv3_form7_10,aiv3,7,10,AI-pset-41-9
An author is someone who writes books.,TRUE,right,easy,aiv3_form7_11,aiv3,7,11,AI-pset-38-5
Candy is often sweet to taste.,TRUE,right,easy,aiv3_form7_12,aiv3,7,12,AI-pset-6-7
Trees are always purple.,FALSE,left,easy,aiv3_form7_13,aiv3,7,13,AI-pset-16-12
People wear jackets to keep their bodies warm.,TRUE,right,easy,aiv3_form7_14,aiv3,7,14,AI-pset-14-5
Cars run on lemonade.,FALSE,left,easy,aiv3_form7_15,aiv3,7,15,AI-pset-33-10
Windows can let fresh air into a room.,TRUE,right,easy,aiv3_form7_16,aiv3,7,16,AI-pset-50-12
Bicycles love to eat pasta.,FALSE,left,easy,aiv3_form7_17,aiv3,7,17,AI-pset-48-2
People hear with their fingers.,FALSE,left,easy,aiv3_form7_18,aiv3,7,18,AI-pset-12-6
Sandwiches sprout on bushes.,FALSE,left,easy,aiv3_form7_19,aiv3,7,19,AI-pset-2-2
Lockers can be used to keep personal belongings.,TRUE,right,easy,aiv3_form7_20,aiv3,7,20,AI-pset-41-11
Heat comes from icebergs.,FALSE,left,easy,aiv3_form7_21,aiv3,7,21,AI-pset-3-3
Mirrors are typically made of potatoes.,FALSE,left,easy,aiv3_form7_22,aiv3,7,22,AI-pset-41-7
Firefighters often work in fire stations where they respond to emergencies.,TRUE,right,easy,aiv3_form7_23,aiv3,7,23,AI-pset-36-14
Dogs have ears.,TRUE,right,medium,aiv3_form7_24,aiv3,7,24,AI-pset-20-7
Cats are larger than cars.,FALSE,left,easy,aiv3_form7_25,aiv3,7,25,AI-pset-48-1
Airplanes fly under the ground.,FALSE,left,easy,aiv3_form7_26,aiv3,7,26,AI-pset-15-1
A bell can jump higher than mountains.,FALSE,left,easy,aiv3_form7_27,aiv3,7,27,AI-pset-2-14
Clocks are passionate about purple pencils.,FALSE,left,easy,aiv3_form7_28,aiv3,7,28,AI-pset-25-3
Elders can be wise.,TRUE,right,medium,aiv3_form7_29,aiv3,7,29,AI-pset-5-14
Turtles can swim in water.,TRUE,right,medium,aiv3_form7_30,aiv3,7,30,AI-pset-34-4
Trees love drawing with green crayons.,FALSE,left,easy,aiv3_form7_31,aiv3,7,31,AI-pset-2-8
Stars can be eaten.,FALSE,left,medium,aiv3_form7_32,aiv3,7,32,AI-pset-19-11
A triangle has three sides.,TRUE,right,medium,aiv3_form7_33,aiv3,7,33,AI-pset-20-12
Trains move along tracks.,TRUE,right,medium,aiv3_form7_34,aiv3,7,34,AI-pset-43-8
Eggs are laid by chickens.,TRUE,right,medium,aiv3_form7_35,aiv3,7,35,AI-pset-42-4
Lions drive trains to work.,FALSE,left,medium,aiv3_form7_36,aiv3,7,36,AI-pset-26-9
Sunflowers are typically yellow.,TRUE,right,medium,aiv3_form7_37,aiv3,7,37,AI-pset-23-4
Laundry is washed in machines.,TRUE,right,medium,aiv3_form7_38,aiv3,7,38,AI-pset-34-11
A chair eats dinner.,FALSE,left,medium,aiv3_form7_39,aiv3,7,39,AI-pset-29-4
Dolphins have three tails.,FALSE,left,medium,aiv3_form7_40,aiv3,7,40,AI-pset-21-10
Rivers are typically made of coffee.,FALSE,left,medium,aiv3_form7_41,aiv3,7,41,AI-pset-11-9
Wallets can be used to store money.,TRUE,right,medium,aiv3_form7_42,aiv3,7,42,AI-pset-8-9
Baseball is a sport you play with a bat.,TRUE,right,medium,aiv3_form7_43,aiv3,7,43,AI-pset-37-11
Whales are very large animals that live in the ocean.,TRUE,right,medium,aiv3_form7_44,aiv3,7,44,AI-pset-30-2
Juices come from rocks.,FALSE,left,medium,aiv3_form7_45,aiv3,7,45,AI-pset-18-12
A watch goes on your foot.,FALSE,left,medium,aiv3_form7_46,aiv3,7,46,AI-pset-2-5
Ovens can be used to bake food.,TRUE,right,medium,aiv3_form7_47,aiv3,7,47,AI-pset-49-1
Lions live in grocery stores.,FALSE,left,medium,aiv3_form7_48,aiv3,7,48,AI-pset-26-1
Money is used to buy goods and services.,TRUE,right,medium,aiv3_form7_49,aiv3,7,49,AI-pset-19-8
A pair of glasses is something you can wear.,TRUE,right,medium,aiv3_form7_50,aiv3,7,50,AI-pset-15-4
Giraffes have eight legs.,FALSE,left,medium,aiv3_form7_51,aiv3,7,51,AI-pset-39-4
Ice turns into water when it melts.,TRUE,right,medium,aiv3_form7_52,aiv3,7,52,AI-pset-25-1
Cats have whiskers.,TRUE,right,hard,aiv3_form7_53,aiv3,7,53,AI-pset-12-11
Some bees collect pollen.,TRUE,right,hard,aiv3_form7_54,aiv3,7,54,AI-pset-45-2
Raincoats make you freeze.,FALSE,left,medium,aiv3_form7_55,aiv3,7,55,AI-pset-5-5
Walnut trees give us oranges.,FALSE,left,medium,aiv3_form7_56,aiv3,7,56,AI-pset-10-8
Some lakes have laces.,FALSE,left,medium,aiv3_form7_57,aiv3,7,57,AI-pset-22-8
A dishwasher is something you can wear like a bracelet.,FALSE,left,medium,aiv3_form7_58,aiv3,7,58,AI-pset-14-14
People ride bikes on the trail.,TRUE,right,hard,aiv3_form7_59,aiv3,7,59,AI-pset-48-4
Many children like eating apples.,TRUE,right,hard,aiv3_form7_60,aiv3,7,60,AI-pset-24-1
Yellow is the color of violets and cherries.,FALSE,left,medium,aiv3_form7_61,aiv3,7,61,AI-pset-38-1
Lemons have a sweet taste and can only be purple.,FALSE,left,medium,aiv3_form7_62,aiv3,7,62,AI-pset-30-12
Animals are all the size of an elephant.,FALSE,left,medium,aiv3_form7_63,aiv3,7,63,AI-pset-45-11
Pet shops are where one can buy pets.,TRUE,right,hard,aiv3_form7_64,aiv3,7,64,AI-pset-4-13
Sugar tastes sour.,FALSE,left,hard,aiv3_form7_65,aiv3,7,65,AI-pset-49-12
Spring mornings can be fresh and crisp.,TRUE,right,hard,aiv3_form7_66,aiv3,7,66,AI-pset-16-9
Swans can swim well and have white feathers.,TRUE,right,hard,aiv3_form7_67,aiv3,7,67,AI-pset-14-6
Most stars can be seen during the daytime.,FALSE,left,hard,aiv3_form7_68,aiv3,7,68,AI-pset-28-2
Sunflowers grow from apple seeds.,FALSE,left,hard,aiv3_form7_69,aiv3,7,69,AI-pset-24-5
Windy days are always still.,FALSE,left,hard,aiv3_form7_70,aiv3,7,70,AI-pset-30-13
Dogs can be playful.,TRUE,right,easy,aiv3_form8_1,aiv3,8,1,AI-pset-15-11
Milk is always green.,FALSE,left,easy,aiv3_form8_2,aiv3,8,2,AI-pset-46-13
Monkeys like to eat bananas.,TRUE,right,easy,aiv3_form8_3,aiv3,8,3,AI-pset-4-6
A teddy bear can be very soft.,TRUE,right,easy,aiv3_form8_4,aiv3,8,4,AI-pset-35-8
All pencils are red.,FALSE,left,easy,aiv3_form8_5,aiv3,8,5,AI-pset-21-7
Many people like to read books.,TRUE,right,easy,aiv3_form8_6,aiv3,8,6,AI-pset-38-3
People enjoy eating fruits.,TRUE,right,easy,aiv3_form8_7,aiv3,8,7,AI-pset-42-2
Rain makes the ground wet.,TRUE,right,easy,aiv3_form8_8,aiv3,8,8,AI-pset-15-10
Cars are made of cheese.,FALSE,left,easy,aiv3_form8_9,aiv3,8,9,AI-pset-48-10
Every shoe is a fish.,FALSE,left,easy,aiv3_form8_10,aiv3,8,10,AI-pset-32-2
Dogs can wag their tail.,TRUE,right,easy,aiv3_form8_11,aiv3,8,11,AI-pset-23-3
Beds love to swim.,FALSE,left,easy,aiv3_form8_12,aiv3,8,12,AI-pset-3-11
A dog's fur can be very soft.,TRUE,right,easy,aiv3_form8_13,aiv3,8,13,AI-pset-28-1
Bells ring to make sound.,TRUE,right,easy,aiv3_form8_14,aiv3,8,14,AI-pset-13-11
A book may have a bookmark.,TRUE,right,easy,aiv3_form8_15,aiv3,8,15,AI-pset-16-8
Birds often nest in trees.,TRUE,right,easy,aiv3_form8_16,aiv3,8,16,AI-pset-8-1
Pizza has beans and jelly on it.,FALSE,left,easy,aiv3_form8_17,aiv3,8,17,AI-pset-4-10
Every tree is a ballerina.,FALSE,left,easy,aiv3_form8_18,aiv3,8,18,AI-pset-41-2
Kittens are young cats and can be very playful.,TRUE,right,easy,aiv3_form8_19,aiv3,8,19,AI-pset-42-11
"People use pencils to write, draw, and doodle.",TRUE,right,easy,aiv3_form8_20,aiv3,8,20,AI-pset-29-1
Some flowers like to sing.,FALSE,left,easy,aiv3_form8_21,aiv3,8,21,AI-pset-5-13
Trees can move faster than cars.,FALSE,left,easy,aiv3_form8_22,aiv3,8,22,AI-pset-26-4
Daisies grow under the sea.,FALSE,left,easy,aiv3_form8_23,aiv3,8,23,AI-pset-24-3
Lions can be scary.,TRUE,right,medium,aiv3_form8_24,aiv3,8,24,AI-pset-11-2
Cakes are yummy desserts.,TRUE,right,medium,aiv3_form8_25,aiv3,8,25,AI-pset-2-10
A hat goes on your head.,TRUE,right,medium,aiv3_form8_26,aiv3,8,26,AI-pset-33-2
Cups must have strings.,FALSE,left,easy,aiv3_form8_27,aiv3,8,27,AI-pset-15-2
Every zoo has penguins on the roof.,FALSE,left,easy,aiv3_form8_28,aiv3,8,28,AI-pset-41-14
Money usually grows in candy bars.,FALSE,left,easy,aiv3_form8_29,aiv3,8,29,AI-pset-35-2
Dogs smell with their noses.,TRUE,right,medium,aiv3_form8_30,aiv3,8,30,AI-pset-28-13
My shoes love to bake bread.,FALSE,left,easy,aiv3_form8_31,aiv3,8,31,AI-pset-3-6
Some rabbits eat carrots.,TRUE,right,medium,aiv3_form8_32,aiv3,8,32,AI-pset-5-3
Birds usually store books in nests.,FALSE,left,easy,aiv3_form8_33,aiv3,8,33,AI-pset-9-6
Gifts can be wrapped in paper.,TRUE,right,medium,aiv3_form8_34,aiv3,8,34,AI-pset-37-12
A tiger is a bird.,FALSE,left,medium,aiv3_form8_35,aiv3,8,35,AI-pset-1-12
Hats grow on trees.,FALSE,left,medium,aiv3_form8_36,aiv3,8,36,AI-pset-7-9
All elephants climb trees.,FALSE,left,medium,aiv3_form8_37,aiv3,8,37,AI-pset-45-13
Bread is baked in ovens.,TRUE,right,medium,aiv3_form8_38,aiv3,8,38,AI-pset-44-3
Snakes can slither on the ground.,TRUE,right,medium,aiv3_form8_39,aiv3,8,39,AI-pset-46-10
There is only one kind of tree.,FALSE,left,medium,aiv3_form8_40,aiv3,8,40,AI-pset-28-9
Books are made of paper.,TRUE,right,medium,aiv3_form8_41,aiv3,8,41,AI-pset-14-1
All fish are scared of swimming.,FALSE,left,medium,aiv3_form8_42,aiv3,8,42,AI-pset-12-7
A butterfly is a bird.,FALSE,left,medium,aiv3_form8_43,aiv3,8,43,AI-pset-5-8
Bread is often made from wheat.,TRUE,right,medium,aiv3_form8_44,aiv3,8,44,AI-pset-49-7
Gorillas are a type of flower.,FALSE,left,medium,aiv3_form8_45,aiv3,8,45,AI-pset-34-3
Windows are made of ice cream.,FALSE,left,medium,aiv3_form8_46,aiv3,8,46,AI-pset-45-14
Pumpkin pie is made from peaches.,FALSE,left,medium,aiv3_form8_47,aiv3,8,47,AI-pset-39-2
Glasses help people taste colors.,FALSE,left,medium,aiv3_form8_48,aiv3,8,48,AI-pset-49-3
People wear sunglasses to protect their eyes from the sun.,TRUE,right,medium,aiv3_form8_49,aiv3,8,49,AI-pset-9-8
